id,create_at,text,user_name,user_description,user_followers_count,user_friends_count,state,county,city
1311457408166719489,2020-10-01T00:06:26.000Z,Covid free!!!🙏🏻🙏🏻🙏🏻 Not even death wanted me 😂😂,JudaiCrow,You miss the shots you don’t take 📸,189,361,Nevada,Clark,Las Vegas
1311495087881289730,2020-10-01T02:36:10.000Z,This impressed me a lot. Rick Steves has not only paid his employees throughout this Covid shutdown he suggested his employee use their free time to volunteer in the community.,Dawnistraveling,Travel photography books and wine,163,337,Washington,King,Kirkland
1311558333879521285,2020-10-01T06:47:29.000Z,COME DECEMBER I’M TELLING MY KIDS SANTA 🎅 DIED FROM COVID-19 🤷🏾‍♀️,imKiaSample,http://Instagram.com/kiasample,2851,3956,Maryland,Baltimore,Baltimore
1311668892260016128,2020-10-01T14:06:48.000Z,@BreeOlson Have you tried natural healing.With herbs and nutrients.There are natural healing remedies that could be a lot better than taking manmade drugs.They get your immune system to working https://t.co/nwKLBGa7kO the covid 19.Most people don't know how to eat for their immune system.,michael2490,I changed my name to my birthname Pettit.,29,59,Texas,Harris,Houston
1311707176872882177,2020-10-01T16:38:55.000Z,@akilbello @CommonApp The neutral/wealthy slide needs a COVID update. Grades in all courses is definitely impacted by wealth & is exacerbated more now. The fact that some students have to work all day while trying to manage their online courses is not neutral. So then rank is not neutral either.,taraMaustin,Education = Public Good #publicschool college counselor for 19 yrs & I’m still working to disrupt the status quo in college access. Tweets are my own. She/Her,826,2065,Texas,Travis,Austin
1311736995907919872,2020-10-01T18:37:25.000Z,@redskin_potato @rochaser1967 @johnnylocal UBI is the long term solution for my money - not just a Covid issue it’s the structural changes to employment being driven by technology. We need to rethink the whole nature of work/reward for wealth creation driven by technology not labour.,LUFC_Arizona,Englishman in Arizona! Washington Football Team F1 Leeds United cricket history politics. Moderator at http://Extremeskins.com.,1585,1802,Arizona,Maricopa,Chandler
1311781508701618178,2020-10-01T21:34:18.000Z,The only sociopaths are in the Trump family. Governor Cumo did an excellent job with Covid in NY. It would have been even better if the the Trump admin would have told the truth from the very beginning instead of the continuing lies.,StevenM79935864,Enjoying retirement,36,44,Florida,Pinellas,Clearwater
1311811243791900674,2020-10-01T23:32:27.000Z,This would be a stupid mistake especially since we see covid cases on the rise because college went back in person.,Cheryl_Crowe,Cheryl. she/her. Food. Politics. Bikes. Horticulture. Portland.,253,353,Oregon,Multnomah,Portland
1311836170146533377,2020-10-02T01:11:30.000Z,TULSA FOLLOWERS: Catch me on @FOX23 at 9pm as I discuss the impact of COVID-19 on restauranteurs! RT RT RT https://t.co/Rs0qAYgNtx,TravisSkol,Long off the tee. Sooners/Vikings/Thunder fan. Creator of #LincUp21 hashtag. Owner of @TreysBarGrill and @CardinalClubOK in Tulsa.,4333,3154,Oklahoma,Tulsa,Tulsa
1311855236470898693,2020-10-02T02:27:16.000Z,@dkennyhayes @cnnbrk Hating???? Because she got covid 😂😂😂😂😂 Oh gosh you are very intelligent 👍🏻,L_X_562,Professional in Criminal Law Defense#Masters 2020,1115,669,California,Los Angeles,Long Beach
1311870844780662784,2020-10-02T03:29:17.000Z,.@JoeBiden is focused on:—How to rebuild the economy—How to repair our alliances—How to unite the people—How to stop COVID-19—How to curb systemic racism—How to create more jobs—How to fix the environment.@realDonaldTrump is focused on himself https://t.co/ksrBrEy1A9,AmoneyResists,Proud gay man & #Resistance warrior. Trump is a racist genocidal traitor. In 35 days we #VoteForOurLives #TrumpDeathToll206K #BlackLivesMatter #BidenHarris2020,79987,70455,Rhode Island,Kent,Warwick
1311886528944144385,2020-10-02T04:31:36.000Z,@Sha50493240 @GtrTaz @senatemajldr Exactly where is all this money coming from? You liberals need a course in economics. Money doesn't grow on trees. Pelosi refused to pass this covid bill to save all these jobs not the GOP!,feniangirl,Conservative Dog lover. RC Irish roots. Demand accountability for Brian Terry & Benghazi. Stop swamp commies! #KAG #MAGA #Trump. We will survive!,3892,4221,Tennessee,Putnam,Cookeville
1311894818113695745,2020-10-02T05:04:33.000Z,Trump has COVID!!!! In Quarantine now.,sherrij57,Proud Mom and Grandmother#Browns#Clevelandsports and love Cockapoos,157,346,Ohio,Lorain,North Ridgeville
1311896184395624449,2020-10-02T05:09:58.000Z,T***P HAD COVID I CANT BREATHE DIE,noisegirlss,professionally obsessive | unt ‘22 | 20,1608,688,Texas,Denton,Denton
1311897340215808006,2020-10-02T05:14:34.000Z,My timeline when from Michael Myers to Trump getting COVID REALLLL QUICKKK,Yacakins,Kaitlin ❣️🤍 | Traveling The World One Festival At A Time ✈️🦋 | Dinosaurs 🦖🦕 | Unicorns 🦄|,2792,4210,Texas,El Paso,El Paso
1311898179969773569,2020-10-02T05:17:54.000Z,Trump got covid https://t.co/LZfGQcSWiK,realjohnjackson,CaliBraskan Chicagoan @UNLincoln Alum 🌽 @uoregon Alum 🦆; LA Urban Planner; Chicago raised me Nebraska made me. Sports transit and hip hop complete me.,766,1133,California,Los Angeles,Los Angeles
1311899145423089664,2020-10-02T05:21:44.000Z,i thought covid was a hoax ? 🤣,kaleidakanak,𝙽𝚊𝚙𝚞𝚊𝚎𝚑𝚊𝚘𝚔𝚊𝚕𝚊𝚗𝚒 ❥ • aloha ʻāina ✨,251,424,Hawaii,Honolulu,Kahuku
1311900388300337152,2020-10-02T05:26:41.000Z,Woooow trump has covid,heyitsjustkrys3,#BLACKLIVESMATTER #JUSTICEFORMARI 🦋 NJ|PHL✨Some people say I’m a whole mood. Self Love | Self Care | Plant Love | Lifestyle 🎥Watch Me on YouTube:,46,75,New Jersey,Gloucester,Oak Valley
1311901836807491590,2020-10-02T05:32:26.000Z,It is what it is... “Tonight @FLOTUS and I tested positive for COVID-19. We will begin our quarantine and recovery process immediately.” #itiswhatitis #donaldtrump #covid_19 #coronavirus #trump2020 🇺🇸 https://t.co/l7cGfuY9ZX,AntFitz4,haikus are easy / but sometimes they don't make sense / P.B.R.&B,1007,555,California,Los Angeles,Los Angeles
1311902946636959746,2020-10-02T05:36:51.000Z,Covid has a timeout decides not to use it.....,JLamerdin82,UCSB 21,273,634,California,Santa Barbara,Isla Vista
1311904706252304384,2020-10-02T05:43:50.000Z,@jademgaines Ok now Imagine trump getting killed by that covid next plz,Knishkabob,I really don't even tweet that often so what have you got to losehttps://soundcloud.com/knixxmix,616,742,California,Santa Clara,Mountain View
1311906678489538561,2020-10-02T05:51:40.000Z,me when i hear trump has covid-19 https://t.co/RwYVCaYpYw,okayeverett,here i am online,598,112,California,Los Angeles,Los Angeles
1311909199882797061,2020-10-02T06:01:42.000Z,@knute_scion I wouldn’t put it past them to make it up. Literally people were talking about White Supremacists taxes and Melania tapes and now it’s them having Covid. And once he survives it he’ll look strong and unbeatable. 😉 but I could be totally wrong.,lindaihsaad,Former Al Jazeera journalist & Communication Studies Lecturer. Happy Wife and Proud Mommy. #RESIST #Biden2020 #BLM #LGBTQ #WearAMask #FreePalestine #DACA,3428,3252,California,Los Angeles,Los Angeles
1311912249628352512,2020-10-02T06:13:49.000Z,you know you’ve fucked up when you’re the president of the United States & you get Covid and the generation that literally cares the MOST about everyone staying safe from Covid is making fun on you on twitter instead of sending you get well wishes,jadababyyxo,what it do baybeeee,474,391,California,Fresno,Fresno
1311918299345809408,2020-10-02T06:37:51.000Z,Says a lot about who I follow that my TL is currently full of Trump Covid tweets the Savage x Fenty show and thirst tweets but I also can’t remember the last time I was on Twitter this late,stonecoldsevern,@StMarysU graduate | Digital Marketing Manager | ♌ Leo 🦁 | San Antonio Spurs | Green Bay Packers | I tweet a lot of song lyrics and stupid things,214,718,Texas,Bexar,San Antonio
1311925991342702592,2020-10-02T07:08:25.000Z,You were supposed to take DRUG TEST not COVID TEST after the debate @realDonaldTrump 🤦🏽‍♂️#TrumpHasCovid #DonaldTrump #Debates2020 #Election2020 #COVID19 #coronavirus,RajivNemaIndori,Indore + USA | Actor | Comedian | Youtuber | SEV | POHA | NiagaraTourist| | #Simran #Sanju #LoveAajKal । @masala_comedy | CEO #विश्व_पोहा_दिवस,2493,1531,California,Alameda,Fremont
1311938146393759744,2020-10-02T07:56:43.000Z,“It is what it is” - Trump after 200000 people died from COVID-related symptoms,thefreshclassic,Weezy F Baby stan account / ASU ‘24,796,770,Arizona,Maricopa,Tempe
1311953055768772610,2020-10-02T08:55:58.000Z,Breaking overnight: President Trump has tested positive for #COVID,IngridNews13,Mother wife @WLOS_13 NWA Certified Meteorologist. Co-host of AnchorMoms the Podcast. ikallstaedt@sbgtv.com https://www.facebook.com/ingrid.allstaedtwlostv,5258,1607,North Carolina,Buncombe,Asheville
1311967649216303104,2020-10-02T09:53:57.000Z,Just remmeber before you celebrate that Trump has covid that he's still a fellow human being. Preserve your humanity.,ryancarlmercer,#Geek - #Blogger - #AFOL - #LDS - #SciFi & #Strongman fan - strength athlete - I miss my old chum @therealadamwest - opinions & views are my own!,22114,99,Indiana,Hendricks,Plainfield
1311980872988610561,2020-10-02T10:46:30.000Z,#TrumpCovid🤔Covid nope just fake news after Tuesday debate hell would come up with any excuse after that #TrainWreckTrump #dumsterfire #hotmess,spritedsista,Living life to the fullest...Stay prayed up🙏🏾,11,327,Missouri,St. Louis,Cool Valley
1311989757082251264,2020-10-02T11:21:48.000Z,I will once again reiterate that you should wear a god damn mask if you want to prevent yourself from contracting Covid-19 and also to prevent yourself from spreading it to others.,Uncle_Pony,Birdwatcher - Flyers Fan - Fantasy Football Guy - Chef - PA➡NC - He/Him - #BlackLivesMatter - #BirdingIsForEveryone,167,891,North Carolina,Alamance,Burlington
1311996059665739777,2020-10-02T11:46:50.000Z,@SandraDees21 Then there’s this: I was admitting a trauma pt to icu so I swabbed him. He was positive so he went to the Covid ICU. The next day he was being transferred out and the gaining hospital wanted him reswabbed. He was negative. How’s that work? Don’t trust the numbers,pfdr123,Retired U.S. Army paratrooper right wing conservative from SoCal and Trauma NP,100,144,Louisiana,Rapides,Pineville
1312004255566495745,2020-10-02T12:19:25.000Z,Let’s recap the past two weeks...- Justice Ruth Bader Ginsburg passed- President Trump nominated someone to fill her seat- First Presidential debate (circus🎪)- President and FLOTUS contract COVID-19,Lauren_Toscano,Producer | @sunyoswego alumna | Lover of coffee scary movies and bad jokes 🌸,436,341,New York,Suffolk,Dix Hills
1312009294754263042,2020-10-02T12:39:26.000Z,The president is responsible for over 200000 death. If you kill that many you should get the death penalty. Contacting COVID is his death penalty. I hope he dies.,JimSuter,Future Mega Millions winner seeking ideas on how to get rid of the president.,80,190,Mississippi,Jackson,Gulf Hills
1312014735655792640,2020-10-02T13:01:03.000Z,Now all three stooges Jair Bolsonaro Boris Johnson and Donald Trump have #Covid-19,moon,Avid early adopter and innovator helping technology evolve Poet blogger videographer freedom lover http://about.me/paulmooney,13565,3817,New Jersey,Morris,Morristown
1312020215484555273,2020-10-02T13:22:50.000Z,I don't believe he has covid. This is how he avoids future debates and attempts to get sympathy votes. Nope and Nope. #FakeNews,marytfoley,married ; 4 kids 2 grandchildren 2 cats 1 dog.black lives matter. socialist -💙Cubs ⚾️,161,263,Illinois,Cook,Chicago
1312026708044845060,2020-10-02T13:48:38.000Z,Just drove past a drive thru covid testing site in my hometown.... There appears to be something happening that I don't know about. https://t.co/fSwZ9ofiWd,DanielBHervey,semi-pro hater/part-time pretend psychiatrist/meditation noob/spiritual fence rider/ vape person/ opinion machine/full time @pegasissy lover,1022,1517,Oklahoma,Jackson,Altus
1312030087995416576,2020-10-02T14:02:03.000Z,Now @foxnews is gonna have to explain what COVID-19 is to its viewers. 🤪 https://t.co/M5ggr88xed,benjancewicz,Independent Abolitionist • Graphic/Artist • Rez Raised/Interracial Family/MK • 🧔🏻👧🏽👦🏽 • 🌸🐯 • 👨🏻‍💻@Zerflin • 🇺🇸🇨🇦 • 🇵🇱🇮🇪,17573,4799,Maryland,Baltimore,Baltimore
1312035977251225600,2020-10-02T14:25:28.000Z,I definitely think the next 2 debates will be mud wrestling. I can only guess if you have covid they will cancel them !!!! Just thinking out loud !! I can only think they had this as a plan and it’s potentially fake news !! Is this just a method ? Interesting 🧐,Mrbricksterr,Vh1 reality Tv 📺 Star from @vh1 biggest anticipated show ever I Love New York - Mr Brickster 🧱 Rip City shooter - IWTV JV - Entertainer/Influencer,1515,501,Tennessee,Maury,Spring Hill
1312041342516686848,2020-10-02T14:46:47.000Z,@Bernlennials Life is an experiment. Everyone in the world is now facing Covid-19 deciding how to fight it. Sweden is the only nation that defeated Covid-19. No masks they take vitamin C hourly. They now have a ZERO Covid death rate. Proving no vaccine is needed. I follow Sweden.,paul_kangas,☀️Solar Justice builds 1000-panel Solar Schools in SF & creates union wage jobs to stop global Warming.,578,585,California,San Francisco,San Francisco
1312046711913828352,2020-10-02T15:08:07.000Z,@usatodaylife Half seriously - Barron is too tall to get Covid.,KevVekKevVek,Just here to flex a little. #NYR New York Rangers. Peter Rauhofer forever.,73,33,New York,New York,Manhattan
1312051707824623616,2020-10-02T15:27:58.000Z,OMG Are you telling me that the same people who think post-birth abortion is okay are also hoping our First Lady dies from COVID?You don’t say—,conservatyler,7th Gen Arizonan | COO @TPUSA & @TrumpStudents | @GOP National Committeeman - AZ | You Should Read Solzhenitsyn’s The First Circle and Re-Read Orwell’s 1984,21742,14988,Arizona,Maricopa,Mesa
1312057323179905026,2020-10-02T15:50:17.000Z,New GOP strategy!Let’s all get covid #TrumpVirus and the public will feel sorry for us. BUT I say there’s no sympathy for stupidity. And peeResident’s stupidity has a death count of over 207K today.,WilsonAlta,#DemCastAR Razorback-daughter-wife-mother-grandmother & life long liberal. Blue dot in a stupid red state. NO PRODUCT PROMOTION. Check out http://bluefaery.org,2361,3873,Arkansas,Benton,Bella Vista
1312063424986312707,2020-10-02T16:14:32.000Z,@thomasdanielkid @ABCPolitics Because he’s the ‘best’ Covid-carrier. Tremendous. Always the ‘best’ even in having Covid. 😏🥴 Everyone else is a ‘loser’. #BidenHarris2020,andreahall1020,A media/PR professional with 35+ years of expertise. Specialist for marketing & branding businesses. Designer events. Music publicist. Vocalist by design. ☮️,130,855,Massachusetts,Essex,Beverly
1312068869440274432,2020-10-02T16:36:10.000Z,update our president has covid 🤡🤡🤡 was showing your alliance to the trump administration worth it fr jenkins ?? 😷😷😷 #NotreDame,melanierojer,(✿◠‿◠),133,125,Indiana,St. Joseph,Notre Dame
1312074644971614208,2020-10-02T16:59:07.000Z,NEW episode out now!! 💜#FridayMorning #FridayVibes #FridayFeeling #CoVid #Podcast https://t.co/3dUXK2jRAn,OurNotSoSimple1,Podcast ran by 3 LGBTQ+ people! 🏳️‍🌈 Promoting love and acceptance. ♥️ Overcome your obstacles. 🥊Follow your dreams. 🌟Entrepreneurs 📱,46,99,California,San Diego,La Mesa
1312085110943092749,2020-10-02T17:40:42.000Z,@_booksbyj_ No I’m talking about Trump gettin Covid,Chrisferdinand_,“I am never going to financially recover from this” - Joe Exotic | ACAB | $ChrisFerdinand,366,1153,New York,Kings,Brooklyn
1312095038692888577,2020-10-02T18:20:09.000Z,@DeAnna4Congress Did @realDonaldTrump sent wishes to the 6324726 people who got covid or at least a message of emphaty to the families of 209000 dead?,alicia_lupercio,#Indivisible #USlatino women's rights voting rights #Guncontrolnow Mom of 2 & business owner #standindivisible #Texan #TheResistance #VoteBlueNoMatterWho,7594,6672,Texas,Harris,Houston
1312103306932621317,2020-10-02T18:53:00.000Z,Nothing shows you more what these people are about about how blatantly they’ll lie to your face than describing a situation that just produced multiple positive COVID cases as “protective” — it can’t be a protective bubble if 3 people tested positive,notTHEEmiked,“Shawn Carter is nice but Sean Price is the best.” | e-comm fashion ops | formerly: @Karmaloop & @hinge_to | currently: trying to work with and support artists,39,101,California,Los Angeles,Los Angeles
1312113723234938881,2020-10-02T19:34:24.000Z,This COVID 💩 is part of a much bigger issue. Y’all please ‘despierten por favor?!!!!!,vibewithverde,•My mind is my voice & so let it speak•,104,299,California,Los Angeles,Los Angeles
1312124478948700164,2020-10-02T20:17:08.000Z,Day 1352 of the Trump presidency: The president announces that he and the first lady “tested positive for COVID-19.” Election Day is a month and a day away. https://t.co/IgB9bqXYFs,EdwardBColby,Senior Internet News Manager @Newsday. Write about climate change and national politics. Alexa briefing host. RTs not endorsements.,1104,1774,New York,New York,Manhattan
1312133845152489472,2020-10-02T20:54:21.000Z,negative test result 🌝 covid cant fwm,theesagittaruis,amosc: Decemberborn01 • fmoi: theesagittariuss • Texas Southern University 24’,938,798,Texas,Harris,Houston
1312141868205973505,2020-10-02T21:26:14.000Z,ok I’ll bite whats Covid,bugpsychic,Black Lives Matter. musicmaker in @mallcopsMA + @DELtheband • writer @AllstonPudding • he/him,13139,1246,Massachusetts,Essex,Salem
1312147277385887744,2020-10-02T21:47:44.000Z,Didn’t the vast majority of Americans have to be dying to get into hospital with Covid?,RedGray,Mom • Wife • Publicist • Gypsy • Coffee Enthusiast • Theater Nerd • Aggressively Indoorsy • Born 🇿🇦 • Lived 🇬🇧🇦🇺🇮🇪 • NYC is home now ❤️ #BIDENHARRIS2020,3521,2945,New York,New York,Manhattan
1312154735953080321,2020-10-02T22:17:22.000Z,@Kokomothegreat Agreed. It looks like they finally realize that Covid it is not a hoax. And Covid is real. Sad that it took them this long to figure it out.,bamoe,Lawyer. Wine. FC Barcelona-Warriors-Lakers. Avocado Dude. Avid consumer of New Yorker & Atlantic Mag. No dotards. NM🛬CO🛫CA.,201,386,California,Santa Clara,San Jose
1312163550945705985,2020-10-02T22:52:24.000Z,What y’all think about Trump having COVID ?,tweetsbykeezy,24 | @saints ⚜️ | @lakers💜💛 | DM ME FOR CHEAP PROMO 💰| Snapchat: keezy_trxll,43451,26559,Louisiana,East Baton Rouge,Baton Rouge
1312171941487210497,2020-10-02T23:25:44.000Z,@seasidechic He has Covid. He’s exposing everyone on board. It’s irresponsible. I get the optics but it’s wrong.,navgirl63,IT (Agile is the way to go) Navy vet beach or mountains love to travel the world...not necessarily in that order. Nebraska and Hawai’i girl.,3079,3371,Florida,Broward,Fort Lauderdale
1312181928301228032,2020-10-03T00:05:25.000Z,This confirms how incredibly sick @realDonaldTrump is. And he also has COVID.,dav3trag,On a journey - I'll tweet you when I get there.,170,133,Oregon,Clackamas,Happy Valley
1312192730240487424,2020-10-03T00:48:20.000Z,All these announcements of republicans contracting Covid in the last 24 hours is so wild.,djdainjazone,MikiDZ Pod Co-Host. DJcity. All my exclusive content 👇🏼👇🏼👇🏼👇🏼👇🏼,6170,1061,California,Los Angeles,Los Angeles
1312202507830009856,2020-10-03T01:27:12.000Z,"""White House"" #VA10 #VA11 #Virginia #Governor Michigan Supreme Court#SCOTUS Acosta White House The President TillisPelosiMarine One #Covid #DrFauci #Biden #Trump https://t.co/6AyNnDUHZM",twright55,"I am just #Tatiana. Capitalist. #Trump. Proud American 🇺🇸. 🔔: ""Proclaim LIBERTY 🗽 Throughout all the Land unto all the Inhabitants Thereof""",8992,39,Virginia,Fairfax,Tysons Corner
1312214214082134016,2020-10-03T02:13:43.000Z,And if covid is nothing to joke about why wasn’t this administration king it seriously before yesterday? 🙃🙃,alexwbakerr,#SAPro Case Manager at University of Colorado Colorado Springs. Grad of University of Central Oklahoma. Ambassador of happiness. Scentsy Consultant.,484,664,Colorado,El Paso,Colorado Springs
1312219513576857601,2020-10-03T02:34:46.000Z,Don't forget. Just because Trump is Covid Positive doesn't mean we should forget he paid $750 in taxes for 2 straight years,ResistandDesist,Politics Comic Books & Social Justice#BlackLivesMatter #BlueWave2020 #LGBT 🏳️‍🌈 followed by @corybooker @danmalloyCT @soledadobrien @Rosie @doncates,3182,4969,California,Los Angeles,Los Angeles
1312227551041871874,2020-10-03T03:06:42.000Z,@DanielPLarson @JewessM @walksuecan @BarackObama 6/17 In April and May (until now) he ordered the governors to handle this on their own. What happened? Partisan political reactions and disaster. Republican governors fell in line with the President and pretended covid would go away.,jimmacjr1980,null,78,163,California,Contra Costa,San Ramon
1312237476422057984,2020-10-03T03:46:09.000Z,Trump campaign manager tests positive for Covid-19 https://t.co/ALbN5F8fJn via @politico,eaduce,Trying to be the change I want to see in the world...,224,814,Texas,Harris,Houston
1312255676450627589,2020-10-03T04:58:28.000Z,@PortlandPolice Is there not public regulations on covid requirements or has Portland declared itself a fantasy land unattached to reality?,scshepard,Western European AmericanCM99ecKN6IJD General,682,1917,California,Sutter,Yuba City
1312309880154333185,2020-10-03T08:33:51.000Z,The irony of liberal tears containing COVID antibodies. 😂,macslost,Pop Culture Junkie With Penchant For Xenomorphs Comics and Justice.,455,990,California,Los Angeles,Los Angeles
1312354594329186304,2020-10-03T11:31:32.000Z,COVID-19: Less than 10% of US population developed antibodies by JulyA large nationwide study of people receiving dialysis reveals that less than 10% of the adult population in the United States had formed antibodies against SARS-CoV-2 by July 2020.https://t.co/XKud4yUHaU,honorverity,null,266,889,New York,Suffolk,Amityville
1312379255901376513,2020-10-03T13:09:32.000Z,@smerconish so now we will get a covid plan adequate testing and appropriate ppe?,PR_Hawkins,Writer..writing..,537,1513,Texas,Dallas,Dallas
1312392339466317826,2020-10-03T14:01:31.000Z,I hear Martika's Toy Soldiers playing in the background of this news article...CNN: Third Republican senator tests positive for Covid-19 in under a day.https://t.co/yxQteVKIrRvia @GoogleNews,edwardcharris,small actions matter.wear a mask in public.be nice.appreciate what you have.you're going to be okay.me? i tell dad jokes.you're welcome.,368,534,Arizona,Maricopa,Phoenix
1312401036057903107,2020-10-03T14:36:04.000Z,@TheDemocrats should demand that #SenateJudiciaryCommittee members who tested positive for Covid quarantine for 14 days & have 2 negative Covid tests before resuming anything that even looks like a confirmation process.#ACB #SuperSpreader#RoseGardenMassacre#SCOTUSNomination,_BARANY,Prof @LaGuardiaCC | #Sociology | @GC_CUNY & @ColumbiaSIPA Alum | Author of The New Welfare Consensus (http://bit.ly/2xP4NhW) | Skateboarder | Ⓥ | ☕️,1137,2023,New York,Queens,Queens
1312411689699233793,2020-10-03T15:18:24.000Z,Aaaand Cam Newton has COVID. FUCK FUCK FUUUUCK.,vince_stx,27. Pats/GSG 🐶🍻,125,112,Texas,Hidalgo,Pharr
1312418906112503809,2020-10-03T15:47:05.000Z,Okay. This press conference is BS. Either:1. Trump team told these docs to say to U.S that he’s ok (because the stocks is going downward). 2 Docs seemed stressed out!2. He & Melania don’t have covid and they’re hiding from press because of her tapes & his proud boys comment,blklaunch,Husband. Dad. Hustlepreneur. Mad Scientist. 2x Founder @BlkLaunch @relomove. Always looking beyond the Future. Join me. ✌🏾,307,373,Florida,Hillsborough,Tampa
1312424738980081665,2020-10-03T16:10:16.000Z,@CBSNews @jeffglor Covid is a plague striking all these white supremacist Republicans .Guess they shouldn’t have mocked wearing masks.,RSpurga,Government & Politics Lifelong Democrat,31,49,New York,New York,Manhattan
1312431508314034178,2020-10-03T16:37:10.000Z,People with mild COVID-19 symptoms don’t need hospitalization nor an aggressive treatment with antibodies. But Trump is the President and at 74 among higher risk categories so he was hospitalized as a precaution,mariauxpen,30-year career journo Digital Reporter @TelemundoNews frmr VP of Print @NAHJ. Member @whca Podcast host. Links & RTs aren´t endorsements. Opinions = my own.,8227,6166,Maryland,Montgomery,Redland
1312436052548816899,2020-10-03T16:55:13.000Z,@K_JeanPierre Take charge: The VP debate SHOULDN’T happen under the SAME roof with Pence/anyone associated with Trump Campaign! DJ Trump & team knew Trump was infected with COVID-19 prior to his debate & concealed it ‘hoping’ to infect our 77-yr old Joe Biden! Stop/Change venue!,koamac,Highly educated American; An Astute student of politics; Nuclear & Computer Scientist - Engineer; Well read; Independent thinker; Very Open-minded,291,738,Maryland,Prince George's,Fort Washington
1312444210654535680,2020-10-03T17:27:38.000Z,Another record setting day. 501 new COVID cases reported Saturday in Montana. Days after St. Peter's Bozeman Health and Benefis warned about hospitals becoming stressed under CoVID patients https://t.co/e9zSpV4AaA,MTJohnRiley,Ball cap & blue jean reporter from Big Sky Country. MMJ/Videographer for MTN. Opinions are my own. john.riley@ktvh.com,170,302,Montana,Lewis and Clark,Helena
1312452121493565440,2020-10-03T17:59:04.000Z,I am extending the same thoughts & prayers to Trump and his top advisers as they did to the 210000 Americans who have died from covid.,Karens_smile,Changing no one’s mind one tweet at a time. #Resist,996,1163,Illinois,Peoria,Bartonville
1312461410585042945,2020-10-03T18:35:59.000Z,Breaking news: Gardenerville/Minden NV. (Extremely RED). Trump signs are coming down and the line of cars around the high school is horrendous. What is up you ask: COVID testing.,quoya0187,Senior citizen against Trump. Vietnam Era veteran. Proud mother of three daughters. Even prouder grandmother to four great kids. No DMs,269,482,California,Yuba,Olivehurst
1312473416356655104,2020-10-03T19:23:41.000Z,The White House shouldn’t be full of liars and we wouldn’t be here-these people are older adults and lie like preschoolers but those lies have hurt people who didn’t ask to catch Covid-the essential workers at these superspreader event and,ktoxxx_,Century 21 #02020113 Real Estate Agent Home Is Where The ❤️ Is-Get the Home of Your Dreams!! Call 510-859-7242 NOW #bidenharris2020 #womenforbiden,4589,5012,California,San Mateo,San Mateo
1312487633386315776,2020-10-03T20:20:11.000Z,all these new covid cases and winter is on the way. yeah covid sector in the stock market bout to be brazy! you can’t sell any covid medical biotech stocks right now. the president got covid valuations for medicine finna be through the roof soon just keep being patient!,almighty_red,anti-social genius. black wall street stock group.,2652,196,New York,Kings,Brooklyn
1312497974035980289,2020-10-03T21:01:16.000Z,Is there any proof anywhere that Trump has Covid —many many many people are saying that on Facebook that there is no proof. You know he’s a constant liar why should we believe this even his doctor says “he’s a little overweight”??? How do we know for sure — we all get fevers.,AvaAubertin,Advocacy for the advancement of civil human animal and womens rights and anyone needing a fellow human being when they've experiencd injustice.,50,379,New Hampshire,Hillsborough,Manchester
1312512848707248128,2020-10-03T22:00:23.000Z,@RVAT2020 Can you be criminally charged for knowingly spreading COVID-19 like HIV? Asking for a president...,buttonslives,Asperger’s published kid lit artist science communicator. IG is my main gig: @buttonslives New to Twitter! I make art for #blm and #bidenharris2020,150,177,California,Los Angeles,Los Angeles
1312520869500002308,2020-10-03T22:32:15.000Z,.@realDonaldTrump even if you survive Covid you will need to survive white supremacy before #Nov3rd Running out of time! If you want reelection get rid of your deplorables!,delga_dj,a Mexican expat with questionable faculties who lives across the street,225,4,New Hampshire,Hillsborough,Manchester
1312531988901818368,2020-10-03T23:16:26.000Z,@realDonaldTrump Why didn't you confront covid why do you not wear a mask? Will you set a example and wear one now. Don't take health care away. You got the best for 750.00,shlconnors,I'm an Aquarius,146,316,Nevada,Clark,Sunrise Manor
1312541016482820096,2020-10-03T23:52:18.000Z,@JennaEllisEsq I posted a response to our Presidents tweet about covid  this dem shared my tweet to her 12k followers tweeting about me being a dumb &!tch ! What kind of evil is this? https://t.co/PDHjpvTdXl,SbrooksJ316,#Godcountryfreedom I ❤️ my country our freedom our constitution our president! Trump was made for such a time as this!,63,304,Texas,Tarrant,Fort Worth
1312556755612827648,2020-10-04T00:54:51.000Z,While some of my friends who couldn’t even be with their loved ones during their final moments or let alone get a bed.I wish him well. But I wish the lives that were lost to COVID had the same kind of treatment. Instead we had refrigerator trucks waiting to load the bodies.,faciaclass,Founder @twlcollective • US House of Reps • Latina • @StJohnsU + @QC_News alum • she/her/ella • Opinions are my own. 🇵🇷🇲🇽 #SinMiedo,1223,3854,New York,Queens,Queens
1312565045327532032,2020-10-04T01:27:47.000Z,"Asthma and COVID trending. Terrible combo. Trust me. The ""trouble breathing"" is no joke. https://t.co/z5tJTgTn2G",mmameg,Public Health Doc PE Investor Author Professor @columbiaMSPH Boards/Investments: @tenethealth @k2Hventure @destpet @mymindbloom @wearehims @parexel,4149,689,Florida,Collier,Naples
